ANADIA-AL,,,,,,,AL,,"789,21",,,,,,-,,,,,"789,21",,,,,,"789,21",,,,,,,,
ATALAIA-AL,,,,,,,AL,,"1.019,39",,,,,,-,,,,,"1.019,39",,,,,,"1.019,39",,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,AL,,"756,32",,,,,,-,,,,,"756,32",,,,,,"756,32",,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
BOCA DA MATA-AL,,,,,,,AL,,"887,86",,,,,,-,,,,,"887,86",,,,,,"887,86",,,,,,,,
BRANQUINHA-AL,,,,,,,AL,,"690,56",,,,,,-,,,,,"690,56",,,,,,"690,56",,,,,,,,
CAJUEIRO-AL,,,,,,,AL,,"854,97",,,,,,-,,,,,"854,97",,,,,,"854,97",,,,,,,,
CAMPESTRE-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
CAMPO ALEGRE-AL,,,,,,,AL,,"1.052,28",,,,,,-,,,,,"1.052,28",,,,,,"1.052,28",,,,,,,,
CAPELA-AL,,,,,,,AL,,"789,21",,,,,,-,,,,,"789,21",,,,,,"789,21",,,,,,,,
CHA PRETA-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,AL,,"854,97",,,,,,-,,,,,"854,97",,,,,,"854,97",,,,,,,,
COQUEIRO SECO-AL,,,,,,,AL,,"93.500,86",,,,,,"306,82",,,,,"93.807,68",,,,,,"93.807,68",,,,,,,,
CORURIPE-AL,,,,,,,AL,,"1.897.607,30",,,,,,"77.396,74",,,,,"1.975.004,04",,,,,,"1.975.004,04",,,,,,,,
FELIZ DESERTO-AL,,,,,,,AL,,"23.790,18",,,,,,"33.246,78",,,,,"57.036,96",,,,,,"57.036,96",,,,,,,,
FLEXEIRAS-AL,,,,,,,AL,,"723,44",,,,,,-,,,,,"723,44",,,,,,"723,44",,,,,,,,
IBATEGUARA-AL,,,,,,,AL,,"756,32",,,,,,-,,,,,"756,32",,,,,,"756,32",,,,,,,,
IGREJA NOVA-AL,,,,,,,AL,,"854,97",,,,,,-,,,,,"854,97",,,,,,"854,97",,,,,,,,
JACUIPE-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
JAPARATINGA-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,AL,,"3.578,11",,,,,,"1.198,96",,,,,"4.777,07",,,,,,"4.777,07",,,,,,,,
JOAQUIM GOMES-AL,,,,,,,AL,,"854,97",,,,,,-,,,,,"854,97",,,,,,"854,97",,,,,,,,
JUNDIA-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
JUNQUEIRO-AL,,,,,,,AL,,"854,97",,,,,,-,,,,,"854,97",,,,,,"854,97",,,,,,,,
MACEIO-AL,,,,,,,AL,,"110.884,59",,,,,,"20.565,45",,,,,"131.450,04",,,,,,"131.450,04",,,,,,,,
MARAGOGI-AL,,,,,,,AL,,"920,74",,,,,,-,,,,,"920,74",,,,,,"920,74",,,,,,,,
MARECHAL DEODORO-AL,,,,,,,AL,,"49.028,71",,,,,,"36.651,46",,,,,"85.680,17",,,,,,"85.680,17",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,AL,,"854,97",,,,,,-,,,,,"854,97",,,,,,"854,97",,,,,,,,
MESSIAS-AL,,,,,,,AL,,"756,32",,,,,,-,,,,,"756,32",,,,,,"756,32",,,,,,,,
MURICI-AL,,,,,,,AL,,"2.975,62",,,,,,"1.346,61",,,,,"4.322,23",,,,,,"4.322,23",,,,,,,,
NOVO LINO-AL,,,,,,,AL,,"723,44",,,,,,-,,,,,"723,44",,,,,,"723,44",,,,,,,,
PARIPUEIRA-AL,,,,,,,AL,,"690,56",,,,,,"5.692,12",,,,,"6.382,68",,,,,,"6.382,68",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,AL,,"756,32",,,,,,-,,,,,"756,32",,,,,,"756,32",,,,,,,,
PIACABUCU-AL,,,,,,,AL,,"789,21",,,,,,-,,,,,"789,21",,,,,,"789,21",,,,,,,,
PILAR-AL,,,,,,,AL,,"186.359,56",,,,,,"119.584,88",,,,,"305.944,44",,,,,,"305.944,44",,,,,,,,
PINDOBA-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
PORTO CALVO-AL,,,,,,,AL,,"887,86",,,,,,-,,,,,"887,86",,,,,,"887,86",,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,AL,,"822,09",,,,,,-,,,,,"822,09",,,,,,"822,09",,,,,,,,
RIO LARGO-AL,,,,,,,AL,,"8.034,70",,,,,,"4.461,24",,,,,"12.495,94",,,,,,"12.495,94",,,,,,,,
ROTEIRO-AL,,,,,,,AL,,"1.858.595,80",,,,,,"1.236,90",,,,,"1.859.832,70",,,,,,"1.859.832,70",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,AL,,"93.595,65",,,,,,"377,96",,,,,"93.973,61",,,,,,"93.973,61",,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,AL,,"690,56",,,,,,-,,,,,"690,56",,,,,,"690,56",,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,AL,,"854,97",,,,,,-,,,,,"854,97",,,,,,"854,97",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,AL,,"953,63",,,,,,-,,,,,"953,63",,,,,,"953,63",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,AL,,"280.188,54",,,,,,"166.027,09",,,,,"446.215,63",,,,,,"446.215,63",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,AL,,"657,67",,,,,,-,,,,,"657,67",,,,,,"657,67",,,,,,,,
SATUBA-AL,,,,,,,AL,,"24.830,62",,,,,,"16.015,75",,,,,"40.846,37",,,,,,"40.846,37",,,,,,,,
TEOTONIO VILELA-AL,,,,,,,AL,,"1.019,39",,,,,,-,,,,,"1.019,39",,,,,,"1.019,39",,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,AL,,"1.085,16",,,,,,-,,,,,"1.085,16",,,,,,"1.085,16",,,,,,,,
VICOSA-AL,,,,,,,AL,,"887,86",,,,,,-,,,,,"887,86",,,,,,"887,86",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,"4.663.321,79",,,,,,"484.108,76",,,,,"5.147.430,55",,,,,,"5.147.430,55",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,AM,,-,,,,,,"3.680,60",,,,,"3.680,60",,,,,,"3.680,60",,,,,,,,
ANORI-AM,,,,,,,AM,,-,,,,,,"3.680,60",,,,,"3.680,60",,,,,,"3.680,60",,,,,,,,
AUTAZES-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
BERURI-AM,,,,,,,AM,,-,,,,,,"3.680,60",,,,,"3.680,60",,,,,,"3.680,60",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
CAREIRO-AM,,,,,,,AM,,-,,,,,,"3.680,60",,,,,"3.680,60",,,,,,"3.680,60",,,,,,,,
COARI-AM,,,,,,,AM,,"3.011.907,93",,,,,,"2.973.457,24",,,,,"5.985.365,17",,,,,,"5.985.365,17",,,,,,,,
CODAJAS-AM,,,,,,,AM,,-,,,,,,"3.680,60",,,,,"3.680,60",,,,,,"3.680,60",,,,,,,,
IRANDUBA-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
ITACOATIARA-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
ITAPIRANGA-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
MANACAPURU-AM,,,,,,,AM,,-,,,,,,"3.680,60",,,,,"3.680,60",,,,,,"3.680,60",,,,,,,,
MANAQUIRI-AM,,,,,,,AM,,-,,,,,,"3.680,60",,,,,"3.680,60",,,,,,"3.680,60",,,,,,,,
MANAUS-AM,,,,,,,AM,,"1.856.748,16",,,,,,"134.516,20",,,,,"1.991.264,36",,,,,,"1.991.264,36",,,,,,,,
PARINTINS-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
SILVES-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
TEFE-AM,,,,,,,AM,,"252.434,42",,,,,,"143.862,32",,,,,"396.296,74",,,,,,"396.296,74",,,,,,,,
URUCARA-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
URUCURITUBA-AM,,,,,,,AM,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,"5.121.090,51",,,,,,"3.371.631,51",,,,,"8.492.722,02",,,,,,"8.492.722,02",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,AP,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
MACAPA-AP,,,,,,,AP,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
MAZAGAO-AP,,,,,,,AP,,-,,,,,,"10.447,95",,,,,"10.447,95",,,,,,"10.447,95",,,,,,,,
AMAPA  TOTAL,,,,,,,,,-,,,,,,"31.343,85",,,,,"31.343,85",,,,,,"31.343,85",,,,,,,,
ACAJUTIBA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
ADUSTINA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
AGUA FRIA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
AIQUARA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
ALAGOINHAS-BA,,,,,,,BA,,"450.103,27",,,,,,"256.933,55",,,,,"707.036,82",,,,,,"707.036,82",,,,,,,,
ALCOBACA-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
ALMADINA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
AMARGOSA-BA,,,,,,,BA,,"1.668,36",,,,,,-,,,,,"1.668,36",,,,,,"1.668,36",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
ANAGE-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
ANGUERA-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
ANTAS-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
APORA-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
APUAREMA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
ARACAS-BA,,,,,,,BA,,"412.637,71",,,,,,"224.203,10",,,,,"636.840,81",,,,,,"636.840,81",,,,,,,,
ARACI-BA,,,,,,,BA,,"1.840,95",,,,,,-,,,,,"1.840,95",,,,,,"1.840,95",,,,,,,,
ARAMARI-BA,,,,,,,BA,,"1.263,96",,,,,,"23,45",,,,,"1.287,41",,,,,,"1.287,41",,,,,,,,
ARATACA-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
ARATUIPE-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
AURELINO LEAL-BA,,,,,,,BA,,"1.265,65",,,,,,-,,,,,"1.265,65",,,,,,"1.265,65",,,,,,,,
BAIXA GRANDE-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
BANZAE-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,BA,,"1.668,36",,,,,,-,,,,,"1.668,36",,,,,,"1.668,36",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
BARRO PRETO-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
BARROCAS-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
BELMONTE-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
BELO CAMPO-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
BIRITINGA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
BOA NOVA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
BUERAREMA-BA,,,,,,,BA,,"1.438,24",,,,,,-,,,,,"1.438,24",,,,,,"1.438,24",,,,,,,,
CAATIBA-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
CACHOEIRA-BA,,,,,,,BA,,"1.668,36",,,,,,-,,,,,"1.668,36",,,,,,"1.668,36",,,,,,,,
CAEM-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
CAETANOS-BA,,,,,,,BA,,"1.265,65",,,,,,-,,,,,"1.265,65",,,,,,"1.265,65",,,,,,,,
CAIRU-BA,,,,,,,BA,,"39.747,80",,,,,,"449.626,18",,,,,"489.373,98",,,,,,"489.373,98",,,,,,,,
CAMACAN-BA,,,,,,,BA,,"1.610,83",,,,,,-,,,,,"1.610,83",,,,,,"1.610,83",,,,,,,,
CAMACARI-BA,,,,,,,BA,,"2.341,82",,,,,,"17,06",,,,,"2.358,88",,,,,,"2.358,88",,,,,,,,
CAMAMU-BA,,,,,,,BA,,"1.668,36",,,,,,-,,,,,"1.668,36",,,,,,"1.668,36",,,,,,,,
CANAVIEIRAS-BA,,,,,,,BA,,"1.668,36",,,,,,-,,,,,"1.668,36",,,,,,"1.668,36",,,,,,,,
CANDEAL-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
CANDEIAS-BA,,,,,,,BA,,"311.436,52",,,,,,"400.587,59",,,,,"712.024,11",,,,,,"712.024,11",,,,,,,,
CANDIDO SALES-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
CANSANCAO-BA,,,,,,,BA,,"1.668,36",,,,,,-,,,,,"1.668,36",,,,,,"1.668,36",,,,,,,,
CANUDOS-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
CAPIM GROSSO-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
CARAVELAS-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,BA,,"159.213,77",,,,,,"42.842,77",,,,,"202.056,54",,,,,,"202.056,54",,,,,,,,
CASTRO ALVES-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
CATU-BA,,,,,,,BA,,"355.331,10",,,,,,"201.821,58",,,,,"557.152,68",,,,,,"557.152,68",,,,,,,,
CICERO DANTAS-BA,,,,,,,BA,,"1.668,36",,,,,,-,,,,,"1.668,36",,,,,,"1.668,36",,,,,,,,
CIPO-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
COARACI-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,BA,,"1.898,48",,,,,,-,,,,,"1.898,48",,,,,,"1.898,48",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,BA,,"1.610,83",,,,,,-,,,,,"1.610,83",,,,,,"1.610,83",,,,,,,,
CONDE-BA,,,,,,,BA,,"3.230,35",,,,,,"1.118,80",,,,,"4.349,15",,,,,,"4.349,15",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
CRAVOLANDIA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
CRISOPOLIS-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,BA,,"1.898,48",,,,,,-,,,,,"1.898,48",,,,,,"1.898,48",,,,,,,,
DARIO MEIRA-BA,,,,,,,BA,,"1.265,65",,,,,,-,,,,,"1.265,65",,,,,,"1.265,65",,,,,,,,
DIAS D'AVILA-BA,,,,,,,BA,,"1.956,01",,,,,,-,,,,,"1.956,01",,,,,,"1.956,01",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
ENCRUZILHADA-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
ENTRE RIOS-BA,,,,,,,BA,,"397.752,04",,,,,,"260.064,39",,,,,"657.816,43",,,,,,"657.816,43",,,,,,,,
ESPLANADA-BA,,,,,,,BA,,"681.447,70",,,,,,"454.735,48",,,,,"1.136.183,18",,,,,,"1.136.183,18",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,BA,,"1.898,48",,,,,,-,,,,,"1.898,48",,,,,,"1.898,48",,,,,,,,
EUNAPOLIS-BA,,,,,,,BA,,"2.128,60",,,,,,-,,,,,"2.128,60",,,,,,"2.128,60",,,,,,,,
FATIMA-BA,,,,,,,BA,,"1.380,71",,,,,,-,,,,,"1.380,71",,,,,,"1.380,71",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,BA,,"2.301,19",,,,,,-,,,,,"2.301,19",,,,,,"2.301,19",,,,,,,,
FIRMINO ALVES-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
FLORESTA AZUL-BA,,,,,,,BA,,"1.208,12",,,,,,-,,,,,"1.208,12",,,,,,"1.208,12",,,,,,,,
GANDU-BA,,,,,,,BA,,"1.610,83",,,,,,-,,,,,"1.610,83",,,,,,"1.610,83",,,,,,,,
GAVIAO-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
GLORIA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
GONGOGI-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,BA,,"1.438,24",,,,,,-,,,,,"1.438,24",,,,,,"1.438,24",,,,,,,,
GUARATINGA-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
HELIOPOLIS-BA,,,,,,,BA,,"1.265,65",,,,,,-,,,,,"1.265,65",,,,,,"1.265,65",,,,,,,,
IACU-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
IBICUI-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
IBIQUERA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
IBIRAPITANGA-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
IBIRAPUA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
IBIRATAIA-BA,,,,,,,BA,,"1.438,24",,,,,,-,,,,,"1.438,24",,,,,,"1.438,24",,,,,,,,
ICHU-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
IGRAPIUNA-BA,,,,,,,BA,,"1.265,65",,,,,,-,,,,,"1.265,65",,,,,,"1.265,65",,,,,,,,
IGUAI-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
ILHEUS-BA,,,,,,,BA,,"2.301,19",,,,,,-,,,,,"2.301,19",,,,,,"2.301,19",,,,,,,,
INHAMBUPE-BA,,,,,,,BA,,"2.291,89",,,,,,"288,66",,,,,"2.580,55",,,,,,"2.580,55",,,,,,,,
IPECAETA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
IPIAU-BA,,,,,,,BA,,"1.783,42",,,,,,-,,,,,"1.783,42",,,,,,"1.783,42",,,,,,,,
IPIRA-BA,,,,,,,BA,,"1.898,48",,,,,,-,,,,,"1.898,48",,,,,,"1.898,48",,,,,,,,
IRAJUBA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
IRARA-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
ITABELA-BA,,,,,,,BA,,"1.610,83",,,,,,-,,,,,"1.610,83",,,,,,"1.610,83",,,,,,,,
ITABERABA-BA,,,,,,,BA,,"1.898,48",,,,,,-,,,,,"1.898,48",,,,,,"1.898,48",,,,,,,,
ITABUNA-BA,,,,,,,BA,,"2.301,19",,,,,,-,,,,,"2.301,19",,,,,,"2.301,19",,,,,,,,
ITACARE-BA,,,,,,,BA,,"1.553,30",,,,,,-,,,,,"1.553,30",,,,,,"1.553,30",,,,,,,,
ITAGI-BA,,,,,,,BA,,"1.265,65",,,,,,-,,,,,"1.265,65",,,,,,"1.265,65",,,,,,,,
ITAGIBA-BA,,,,,,,BA,,"1.323,18",,,,,,-,,,,,"1.323,18",,,,,,"1.323,18",,,,,,,,
ITAGIMIRIM-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
ITAJUIPE-BA,,,,,,,BA,,"1.495,77",,,,,,-,,,,,"1.495,77",,,,,,"1.495,77",,,,,,,,
ITAMARAJU-BA,,,,,,,BA,,"1.898,48",,,,,,-,,,,,"1.898,48",,,,,,"1.898,48",,,,,,,,
ITAMARI-BA,,,,,,,BA,,"1.150,59",,,,,,-,,,,,"1.150,59",,,,,,"1.150,59",,,,,,,,
