ANADIA,,,AL,,,,,,"26,78",,,,,,-,,,,,,,"26,78",,,,,,,"3.384,09",,,,,,,,
JITAUNA,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
LAFAIETE COUTINHO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
LAJE,,,BA,,,,,,"76,76",,,,,,-,,,,,,,"76,76",,,,,,,"582,22",,,,,,,,
LAJEDINHO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
LAJEDO DO TABOCAL,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
LAMARAO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
LAURO DE FREITAS,,,BA,,,,,,"116,68",,,,,,-,,,,,,,"116,68",,,,,,,"884,97",,,,,,,,
MACAJUBA,,,BA,,,,,,"64,48",,,,,,-,,,,,,,"64,48",,,,,,,"489,06",,,,,,,,
MACARANI,,,BA,,,,,,"70,62",,,,,,-,,,,,,,"70,62",,,,,,,"535,64",,,,,,,,
MADRE DE DEUS,,,BA,,,,,,"921.672,06",,,,,,"727.478,68",,,,,,,"1.649.150,74",,,,,,,"8.994.965,99",,,,,,,,
MAIQUINIQUE,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
MAIRI,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
MANOEL VITORINO,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
MARACAS,,,BA,,,,,,"85,98",,,,,,-,,,,,,,"85,98",,,,,,,"652,09",,,,,,,,
MARAGOGIPE,,,BA,,,,,,"95,19",,,,,,-,,,,,,,"95,19",,,,,,,"721,97",,,,,,,,
MARCIONILIO SOUZA,,,BA,,,,,,"64,48",,,,,,-,,,,,,,"64,48",,,,,,,"489,06",,,,,,,,
MATA DE SAO JOAO,,,BA,,,,,,"146.148,33",,,,,,"54.536,22",,,,,,,"200.684,55",,,,,,,"1.331.287,47",,,,,,,,
MIGUEL CALMON,,,BA,,,,,,"85,98",,,,,,-,,,,,,,"85,98",,,,,,,"652,09",,,,,,,,
MILAGRES,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
MIRANTE,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
MONTE SANTO,,,BA,,,,,,"98,26",,,,,,-,,,,,,,"98,26",,,,,,,"745,24",,,,,,,,
MUNDO NOVO,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
MUNIZ FERREIRA,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
MURITIBA,,,BA,,,,,,"85,98",,,,,,-,,,,,,,"85,98",,,,,,,"652,09",,,,,,,,
MUTUIPE,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
NAZARE,,,BA,,,,,,"82,91",,,,,,-,,,,,,,"82,91",,,,,,,"628,80",,,,,,,,
NORDESTINA,,,BA,,,,,,"64,48",,,,,,-,,,,,,,"64,48",,,,,,,"489,06",,,,,,,,
NOVA CANAA,,,BA,,,,,,"70,62",,,,,,-,,,,,,,"70,62",,,,,,,"535,64",,,,,,,,
NOVA FATIMA,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
NOVA ITARANA,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
NOVA SOURE,,,BA,,,,,,"82,91",,,,,,-,,,,,,,"82,91",,,,,,,"628,80",,,,,,,,
NOVO TRIUNFO,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLINDINA,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
OURICANGAS,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
OUROLANDIA,,,BA,,,,,,"70,62",,,,,,-,,,,,,,"70,62",,,,,,,"535,64",,,,,,,,
PARIPIRANGA,,,BA,,,,,,"82,91",,,,,,-,,,,,,,"82,91",,,,,,,"628,80",,,,,,,,
PAULO AFONSO,,,BA,,,,,,"113,61",,,,,,-,,,,,,,"113,61",,,,,,,"861,70",,,,,,,,
PE DE SERRA,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
PEDRAO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
PEDRO ALEXANDRE,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
PINTADAS,,,BA,,,,,,"64,48",,,,,,-,,,,,,,"64,48",,,,,,,"489,06",,,,,,,,
PIRITIBA,,,BA,,,,,,"76,76",,,,,,-,,,,,,,"76,76",,,,,,,"582,22",,,,,,,,
PLANALTINO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
PLANALTO,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
POCOES,,,BA,,,,,,"95,19",,,,,,-,,,,,,,"95,19",,,,,,,"721,97",,,,,,,,
POJUCA,,,BA,,,,,,"631.527,11",,,,,,"610.932,02",,,,,,,"1.242.459,13",,,,,,,"7.787.440,01",,,,,,,,
QUEIMADAS,,,BA,,,,,,"82,91",,,,,,-,,,,,,,"82,91",,,,,,,"628,80",,,,,,,,
QUIJINGUE,,,BA,,,,,,"82,91",,,,,,-,,,,,,,"82,91",,,,,,,"628,80",,,,,,,,
QUIXABEIRA,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
RAFAEL JAMBEIRO,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
RETIROLANDIA,,,BA,,,,,,"64,48",,,,,,-,,,,,,,"64,48",,,,,,,"489,06",,,,,,,,
RIACHAO DO JACUIPE,,,BA,,,,,,"85,98",,,,,,-,,,,,,,"85,98",,,,,,,"652,09",,,,,,,,
RIBEIRA DO AMPARO,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
RIBEIRA DO POMBAL,,,BA,,,,,,"95,19",,,,,,-,,,,,,,"95,19",,,,,,,"721,97",,,,,,,,
RIBEIRAO DO LARGO,,,BA,,,,,,"70,62",,,,,,-,,,,,,,"70,62",,,,,,,"535,64",,,,,,,,
RIO REAL,,,BA,,,,,,"89,05",,,,,,-,,,,,,,"89,05",,,,,,,"675,38",,,,,,,,
RUY BARBOSA,,,BA,,,,,,"85,98",,,,,,-,,,,,,,"85,98",,,,,,,"652,09",,,,,,,,
SALINAS DA MARGARIDA,,,BA,,,,,,"1.784,54",,,,,,"157.967,21",,,,,,,"159.751,75",,,,,,,"719.261,80",,,,,,,,
SALVADOR,,,BA,,,,,,"3.399,12",,,,,,"157.967,21",,,,,,,"161.366,33",,,,,,,"731.512,40",,,,,,,,
SANTA BARBARA,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
SANTA BRIGIDA,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
SANTA INES,,,BA,,,,,,"64,48",,,,,,-,,,,,,,"64,48",,,,,,,"489,06",,,,,,,,
SANTA TERESINHA,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
SANTALUZ,,,BA,,,,,,"85,98",,,,,,-,,,,,,,"85,98",,,,,,,"652,09",,,,,,,,
SANTANOPOLIS,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
SANTO AMARO,,,BA,,,,,,"2.804,28",,,,,,"157.967,21",,,,,,,"160.771,49",,,,,,,"726.999,03",,,,,,,,
SANTO ANTONIO DE JESUS,,,BA,,,,,,"107,47",,,,,,-,,,,,,,"107,47",,,,,,,"815,12",,,,,,,,
SANTO ESTEVAO,,,BA,,,,,,"95,19",,,,,,-,,,,,,,"95,19",,,,,,,"721,97",,,,,,,,
SAO DOMINGOS,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
SAO FELIPE,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
SAO FELIX,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
SAO FRANCISCO DO CONDE,,,BA,,,,,,"944.775,50",,,,,,"206.032,02",,,,,,,"1.150.807,52",,,,,,,"6.873.335,12",,,,,,,,
SAO GONCALO DOS CAMPOS,,,BA,,,,,,"82,91",,,,,,-,,,,,,,"82,91",,,,,,,"628,80",,,,,,,,
SAO JOSE DO JACUIPE,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
SAO MIGUEL DAS MATAS,,,BA,,,,,,"64,48",,,,,,-,,,,,,,"64,48",,,,,,,"489,06",,,,,,,,
SAO SEBASTIAO DO PASSE,,,BA,,,,,,"234.657,80",,,,,,"158.562,79",,,,,,,"393.220,59",,,,,,,"2.364.040,20",,,,,,,,
SAPEACU,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
SATIRO DIAS,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
SAUBARA,,,BA,,,,,,"1.784,54",,,,,,"157.967,21",,,,,,,"159.751,75",,,,,,,"719.261,80",,,,,,,,
SERRA PRETA,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
SERRINHA,,,BA,,,,,,"104,40",,,,,,-,,,,,,,"104,40",,,,,,,"814,00",,,,,,,,
SERROLANDIA,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
SIMOES FILHO,,,BA,,,,,,"83.208,76",,,,,,"5.779,43",,,,,,,"88.988,19",,,,,,,"523.527,25",,,,,,,,
SITIO DO QUINTO,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
TANQUINHO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPIRAMUTA,,,BA,,,,,,"73,69",,,,,,-,,,,,,,"73,69",,,,,,,"558,92",,,,,,,,
TEODORO SAMPAIO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
TEOFILANDIA,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
TERRA NOVA,,,BA,,,,,,"162,23",,,,,,"61,07",,,,,,,"223,30",,,,,,,"1.379,02",,,,,,,,
TUCANO,,,BA,,,,,,"98,26",,,,,,-,,,,,,,"98,26",,,,,,,"745,24",,,,,,,,
UAUA,,,BA,,,,,,"82,91",,,,,,-,,,,,,,"82,91",,,,,,,"628,80",,,,,,,,
UBAIRA,,,BA,,,,,,"79,84",,,,,,-,,,,,,,"79,84",,,,,,,"605,51",,,,,,,,
VALENTE,,,BA,,,,,,"76,76",,,,,,-,,,,,,,"76,76",,,,,,,"582,22",,,,,,,,
VARZEA DA ROCA,,,BA,,,,,,"67,55",,,,,,-,,,,,,,"67,55",,,,,,,"512,35",,,,,,,,
VARZEA DO POCO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
VARZEA NOVA,,,BA,,,,,,"70,62",,,,,,-,,,,,,,"70,62",,,,,,,"535,64",,,,,,,,
VARZEDO,,,BA,,,,,,"61,41",,,,,,-,,,,,,,"61,41",,,,,,,"465,77",,,,,,,,
VERA CRUZ,,,BA,,,,,,"85,98",,,,,,-,,,,,,,"85,98",,,,,,,"652,09",,,,,,,,
VITORIA DA CONQUISTA,,,BA,,,,,,"122,83",,,,,,-,,,,,,,"122,83",,,,,,,"931,57",,,,,,,,
TOTAL BAHIA,,,,,,,,,"4.600.852,11",,,,,,"3.544.314,46",,,,,,,"8.145.166,57",,,,,,,"46.950.700,30",,,,,,,,
ACARAU,,,CE,,,,,,"2.671,07",,,,,,-,,,,,,,"2.671,07",,,,,,,"15.677,76",,,,,,,,
ALCANTARAS,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
AMONTADA,,,CE,,,,,,"55.755,30",,,,,,"73.882,59",,,,,,,"129.637,89",,,,,,,"782.375,89",,,,,,,,
APUIARES,,,CE,,,,,,"1.836,36",,,,,,-,,,,,,,"1.836,36",,,,,,,"10.778,44",,,,,,,,
AQUIRAZ-CE,,,CE,,,,,,-,,,,,,-,,,,,,,-,,,,,,,"13.593,39",,,,,,,,
ARACATI,,,CE,,,,,,"466.578,68",,,,,,"11.111,31",,,,,,,"477.689,99",,,,,,,"2.974.836,82",,,,,,,,
ARARENDA,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
BARROQUINHA,,,CE,,,,,,"1.836,36",,,,,,-,,,,,,,"1.836,36",,,,,,,"10.778,44",,,,,,,,
BELA CRUZ,,,CE,,,,,,"2.337,18",,,,,,-,,,,,,,"2.337,18",,,,,,,"13.718,04",,,,,,,,
CAMOCIM,,,CE,,,,,,"2.671,07",,,,,,-,,,,,,,"2.671,07",,,,,,,"15.677,76",,,,,,,,
CANINDE,,,CE,,,,,,"2.838,01",,,,,,-,,,,,,,"2.838,01",,,,,,,"16.657,61",,,,,,,,
CARIDADE,,,CE,,,,,,"1.919,83",,,,,,-,,,,,,,"1.919,83",,,,,,,"11.268,37",,,,,,,,
CARIRE,,,CE,,,,,,"2.086,77",,,,,,-,,,,,,,"2.086,77",,,,,,,"12.248,23",,,,,,,,
CARNAUBAL,,,CE,,,,,,"1.919,83",,,,,,-,,,,,,,"1.919,83",,,,,,,"11.268,37",,,,,,,,
CATUNDA,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
CAUCAIA-CE,,,CE,,,,,,-,,,,,,-,,,,,,,-,,,,,,,"13.593,39",,,,,,,,
CHAVAL,,,CE,,,,,,"1.836,36",,,,,,-,,,,,,,"1.836,36",,,,,,,"10.778,44",,,,,,,,
COREAU,,,CE,,,,,,"2.086,77",,,,,,-,,,,,,,"2.086,77",,,,,,,"12.248,23",,,,,,,,
CRATEUS,,,CE,,,,,,"2.838,01",,,,,,-,,,,,,,"2.838,01",,,,,,,"16.657,61",,,,,,,,
CROATA,,,CE,,,,,,"2.003,30",,,,,,-,,,,,,,"2.003,30",,,,,,,"11.758,32",,,,,,,,
CRUZ,,,CE,,,,,,"2.086,77",,,,,,-,,,,,,,"2.086,77",,,,,,,"12.248,23",,,,,,,,
FORQUILHA,,,CE,,,,,,"2.003,30",,,,,,-,,,,,,,"2.003,30",,,,,,,"11.758,32",,,,,,,,
FORTALEZA,,,CE,,,,,,"48.385,34",,,,,,-,,,,,,,"48.385,34",,,,,,,"1.261.445,05",,,,,,,,
FRECHEIRINHA,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
GENERAL SAMPAIO,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
GRACA,,,CE,,,,,,"1.919,83",,,,,,-,,,,,,,"1.919,83",,,,,,,"11.268,37",,,,,,,,
GRANJA,,,CE,,,,,,"2.671,07",,,,,,-,,,,,,,"2.671,07",,,,,,,"15.677,76",,,,,,,,
GROAIRAS,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
GUARACIABA DO NORTE,,,CE,,,,,,"2.420,65",,,,,,-,,,,,,,"2.420,65",,,,,,,"14.207,96",,,,,,,,
HIDROLANDIA,,,CE,,,,,,"2.003,30",,,,,,-,,,,,,,"2.003,30",,,,,,,"11.758,32",,,,,,,,
IBIAPINA,,,CE,,,,,,"2.170,24",,,,,,-,,,,,,,"2.170,24",,,,,,,"12.738,17",,,,,,,,
ICAPUI,,,CE,,,,,,"93.510,70",,,,,,"15.270,84",,,,,,,"108.781,54",,,,,,,"803.002,97",,,,,,,,
INDEPENDENCIA,,,CE,,,,,,"2.253,71",,,,,,-,,,,,,,"2.253,71",,,,,,,"13.228,09",,,,,,,,
IPAPORANGA,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
IPU,,,CE,,,,,,"2.504,12",,,,,,-,,,,,,,"2.504,12",,,,,,,"14.697,89",,,,,,,,
IPUEIRAS,,,CE,,,,,,"2.504,12",,,,,,-,,,,,,,"2.504,12",,,,,,,"14.697,89",,,,,,,,
IRAUCUBA,,,CE,,,,,,"2.086,77",,,,,,-,,,,,,,"2.086,77",,,,,,,"12.248,23",,,,,,,,
ITAPAGE,,,CE,,,,,,"2.587,60",,,,,,-,,,,,,,"2.587,60",,,,,,,"15.187,83",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPIPOCA,,,CE,,,,,,"69.213,47",,,,,,"74.731,71",,,,,,,"143.945,18",,,,,,,"800.581,50",,,,,,,,
ITAREMA,,,CE,,,,,,"53.832,70",,,,,,"32.830,74",,,,,,,"86.663,44",,,,,,,"531.500,61",,,,,,,,
JIJOCA DE JERICOACOARA,,,CE,,,,,,"1.836,36",,,,,,-,,,,,,,"1.836,36",,,,,,,"10.778,44",,,,,,,,
MARCO,,,CE,,,,,,"2.170,24",,,,,,-,,,,,,,"2.170,24",,,,,,,"12.738,17",,,,,,,,
MARTINOPOLE,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
MASSAPE,,,CE,,,,,,"2.337,18",,,,,,-,,,,,,,"2.337,18",,,,,,,"13.718,04",,,,,,,,
MERUOCA,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
MIRAIMA,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
MONSENHOR TABOSA,,,CE,,,,,,"2.003,30",,,,,,-,,,,,,,"2.003,30",,,,,,,"11.758,32",,,,,,,,
MORAUJO,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
MORRINHOS,,,CE,,,,,,"2.003,30",,,,,,-,,,,,,,"2.003,30",,,,,,,"11.758,32",,,,,,,,
MUCAMBO,,,CE,,,,,,"1.836,36",,,,,,-,,,,,,,"1.836,36",,,,,,,"10.778,44",,,,,,,,
NOVA RUSSAS,,,CE,,,,,,"2.337,18",,,,,,-,,,,,,,"2.337,18",,,,,,,"13.718,04",,,,,,,,
NOVO ORIENTE,,,CE,,,,,,"2.253,71",,,,,,-,,,,,,,"2.253,71",,,,,,,"13.228,09",,,,,,,,
PACUJA,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
PARACURU,,,CE,,,,,,"51.910,10",,,,,,"97.924,61",,,,,,,"149.834,71",,,,,,,"918.949,69",,,,,,,,
PARAIPABA,,,CE,,,,,,"2.253,71",,,,,,"2.473,77",,,,,,,"4.727,48",,,,,,,"29.227,53",,,,,,,,
PARAMOTI,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
PENTECOSTE,,,CE,,,,,,"2.420,65",,,,,,-,,,,,,,"2.420,65",,,,,,,"14.207,96",,,,,,,,
PIRES FERREIRA,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
PORANGA,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
QUITERIANOPOLIS,,,CE,,,,,,"2.086,77",,,,,,-,,,,,,,"2.086,77",,,,,,,"12.248,23",,,,,,,,
RERIUTABA,,,CE,,,,,,"2.170,24",,,,,,-,,,,,,,"2.170,24",,,,,,,"12.738,17",,,,,,,,
SANTA QUITERIA,,,CE,,,,,,"2.587,60",,,,,,-,,,,,,,"2.587,60",,,,,,,"15.187,83",,,,,,,,
SANTANA DO ACARAU,,,CE,,,,,,"2.253,71",,,,,,-,,,,,,,"2.253,71",,,,,,,"13.228,09",,,,,,,,
SAO BENEDITO,,,CE,,,,,,"2.504,12",,,,,,-,,,,,,,"2.504,12",,,,,,,"14.697,89",,,,,,,,
SAO GONCALO DO AMARANTE,,,CE,,,,,,"2.420,65",,,,,,-,,,,,,,"2.420,65",,,,,,,"14.207,96",,,,,,,,
SAO LUIS DO CURU,,,CE,,,,,,"1.752,89",,,,,,-,,,,,,,"1.752,89",,,,,,,"10.288,52",,,,,,,,
SENADOR SA,,,CE,,,,,,"1.669,41",,,,,,-,,,,,,,"1.669,41",,,,,,,"9.798,58",,,,,,,,
SOBRAL,,,CE,,,,,,"3.338,83",,,,,,-,,,,,,,"3.338,83",,,,,,,"19.597,19",,,,,,,,
TAMBORIL,,,CE,,,,,,"2.253,71",,,,,,-,,,,,,,"2.253,71",,,,,,,"13.228,09",,,,,,,,
TEJUCUOCA,,,CE,,,,,,"1.836,36",,,,,,-,,,,,,,"1.836,36",,,,,,,"10.778,44",,,,,,,,
