ANADIA-AL,,,,,,,,,AL,,"687,21",,,,,-,,,,,,"687,21",,,,,,,"6.440,42",,,,,,,,,
ATALAIA-AL,,,,,,,,,AL,,"887,65",,,,,-,,,,,,"887,65",,,,,,,"8.318,89",,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,,AL,,"658,58",,,,,-,,,,,,"658,58",,,,,,,"6.172,06",,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
BOCA DA MATA-AL,,,,,,,,,AL,,"773,12",,,,,-,,,,,,"773,12",,,,,,,"7.245,49",,,,,,,,,
BRANQUINHA-AL,,,,,,,,,AL,,"601,31",,,,,-,,,,,,"601,31",,,,,,,"5.635,38",,,,,,,,,
CAJUEIRO-AL,,,,,,,,,AL,,"744,48",,,,,-,,,,,,"744,48",,,,,,,"6.977,12",,,,,,,,,
CAMPESTRE-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,,AL,,"916,29",,,,,-,,,,,,"916,29",,,,,,,"8.587,26",,,,,,,,,
CAPELA-AL,,,,,,,,,AL,,"687,21",,,,,-,,,,,,"687,21",,,,,,,"6.440,42",,,,,,,,,
CHA PRETA-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,,AL,,"744,48",,,,,-,,,,,,"744,48",,,,,,,"6.977,12",,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,,AL,,"71.641,44",,,,,"313,14",,,,,,"71.954,58",,,,,,,"762.456,30",,,,,,,,,
CORURIPE-AL,,,,,,,,,AL,,"1.984.876,98",,,,,"67.641,18",,,,,,"2.052.518,16",,,,,,,"15.251.329,15",,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,,AL,,"20.715,70",,,,,"28.950,19",,,,,,"49.665,89",,,,,,,"465.457,89",,,,,,,,,
FLEXEIRAS-AL,,,,,,,,,AL,,"629,95",,,,,-,,,,,,"629,95",,,,,,,"5.903,73",,,,,,,,,
IBATEGUARA-AL,,,,,,,,,AL,,"658,58",,,,,-,,,,,,"658,58",,,,,,,"6.172,06",,,,,,,,,
IGREJA NOVA-AL,,,,,,,,,AL,,"744,48",,,,,-,,,,,,"744,48",,,,,,,"6.977,12",,,,,,,,,
JACUIPE-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,"629,95",,,,,-,,,,,,"629,95",,,,,,,"30.327,07",,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,"744,48",,,,,-,,,,,,"744,48",,,,,,,"6.977,12",,,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,"744,48",,,,,-,,,,,,"744,48",,,,,,,"6.977,12",,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,"88.634,17",,,,,"22.007,38",,,,,,"110.641,55",,,,,,,"1.117.095,76",,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,"801,75",,,,,-,,,,,,"801,75",,,,,,,"7.513,83",,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,"62.178,33",,,,,"47.273,58",,,,,,"109.451,91",,,,,,,"705.329,91",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,"744,48",,,,,-,,,,,,"744,48",,,,,,,"6.977,12",,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,"658,58",,,,,-,,,,,,"658,58",,,,,,,"6.172,06",,,,,,,,,
MURICI-AL,,,,,,,,,AL,,"773,12",,,,,-,,,,,,"773,12",,,,,,,"23.434,44",,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,"629,95",,,,,-,,,,,,"629,95",,,,,,,"5.903,73",,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,"601,31",,,,,"7.149,22",,,,,,"7.750,53",,,,,,,"68.839,18",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,"658,58",,,,,-,,,,,,"658,58",,,,,,,"6.172,06",,,,,,,,,
PENEDO-AL,,,,,,,,,AL,,"490.549,56",,,,,"81,53",,,,,,"490.631,09",,,,,,,"2.104.747,70",,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,"687,21",,,,,-,,,,,,"687,21",,,,,,,"6.440,42",,,,,,,,,
PILAR-AL,,,,,,,,,AL,,"208.038,97",,,,,"109.890,48",,,,,,"317.929,45",,,,,,,"2.677.014,66",,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,"773,12",,,,,-,,,,,,"773,12",,,,,,,"7.245,49",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,"715,85",,,,,-,,,,,,"715,85",,,,,,,"6.708,77",,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,"494.415,65",,,,,"6.872,50",,,,,,"501.288,15",,,,,,,"2.405.121,83",,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,"1.942.618,00",,,,,"1.062,26",,,,,,"1.943.680,26",,,,,,,"12.982.069,30",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"71.521,71",,,,,"179,20",,,,,,"71.700,91",,,,,,,"559.807,27",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"601,31",,,,,-,,,,,,"601,31",,,,,,,"5.635,38",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"744,48",,,,,-,,,,,,"744,48",,,,,,,"6.977,12",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"830,39",,,,,-,,,,,,"830,39",,,,,,,"7.782,20",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,"250.876,46",,,,,"142.823,10",,,,,,"393.699,56",,,,,,,"3.691.105,53",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,"572,68",,,,,-,,,,,,"572,68",,,,,,,"5.367,01",,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,"12.565,94",,,,,"8.105,03",,,,,,"20.670,97",,,,,,,"298.535,44",,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,"887,65",,,,,-,,,,,,"887,65",,,,,,,"8.318,89",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,"944,92",,,,,-,,,,,,"944,92",,,,,,,"8.855,60",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,"773,12",,,,,-,,,,,,"773,12",,,,,,,"7.245,49",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"5.726.465,10",,,,,"442.348,79",,,,,,"6.168.813,89",,,,,,,"43.384.723,99",,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,-,,,,,"3.239,12",,,,,,"3.239,12",,,,,,,"29.951,39",,,,,,,,,
ANORI-AM,,,,,,,,,AM,,-,,,,,"3.239,12",,,,,,"3.239,12",,,,,,,"29.951,39",,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
BERURI-AM,,,,,,,,,AM,,-,,,,,"3.239,12",,,,,,"3.239,12",,,,,,,"29.951,39",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,-,,,,,"3.239,12",,,,,,"3.239,12",,,,,,,"29.951,39",,,,,,,,,
COARI-AM,,,,,,,,,AM,,"3.134.129,77",,,,,"2.933.443,05",,,,,,"6.067.572,82",,,,,,,"52.906.184,39",,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,"70.459,70",,,,,"3.340,91",,,,,,"73.800,61",,,,,,,"165.635,79",,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,-,,,,,"3.239,12",,,,,,"3.239,12",,,,,,,"29.951,39",,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,-,,,,,"3.239,12",,,,,,"3.239,12",,,,,,,"29.951,39",,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,"489.789,50",,,,,"258.328,83",,,,,,"748.118,33",,,,,,,"13.114.045,34",,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
SILVES-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
TEFE-AM,,,,,,,,,AM,,"21,77",,,,,"1,54",,,,,,"23,31",,,,,,,"808.347,79",,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.694.400,74",,,,,"3.294.142,62",,,,,,"6.988.543,36",,,,,,,"67.893.745,70",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,"8.843,73",,,,,,"8.843,73",,,,,,,"79.980,45",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,"26.531,19",,,,,,"26.531,19",,,,,,,"239.941,35",,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"446.299,98",,,,,"294.752,71",,,,,,"741.052,69",,,,,,,"6.189.966,91",,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.911,95",,,,,-,,,,,,"1.911,95",,,,,,,"14.964,34",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.780,09",,,,,-,,,,,,"1.780,09",,,,,,,"13.932,32",,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.780,09",,,,,-,,,,,,"1.780,09",,,,,,,"13.932,32",,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"426.504,32",,,,,"243.767,25",,,,,,"670.271,57",,,,,,,"5.742.316,86",,,,,,,,,
ARACI-BA,,,,,,,,,BA,,"2.109,74",,,,,-,,,,,,"2.109,74",,,,,,,"16.512,37",,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.915,52",,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"1.450,45",,,,,-,,,,,,"1.450,45",,,,,,,"11.352,25",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.911,95",,,,,-,,,,,,"1.911,95",,,,,,,"14.964,34",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.648,23",,,,,-,,,,,,"1.648,23",,,,,,,"12.900,28",,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.911,95",,,,,-,,,,,,"1.911,95",,,,,,,"14.964,34",,,,,,,,,
CAEM-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"1.450,45",,,,,-,,,,,,"1.450,45",,,,,,,"11.352,25",,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"45.551,27",,,,,"508.701,63",,,,,,"554.252,90",,,,,,,"4.356.553,06",,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.846,02",,,,,-,,,,,,"1.846,02",,,,,,,"14.448,33",,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"492.360,44",,,,,"328.211,29",,,,,,"820.571,73",,,,,,,"3.950.238,39",,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.911,95",,,,,-,,,,,,"1.911,95",,,,,,,"14.964,34",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.911,95",,,,,-,,,,,,"1.911,95",,,,,,,"14.964,34",,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"685.274,39",,,,,"517.222,22",,,,,,"1.202.496,61",,,,,,,"8.323.758,08",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.780,09",,,,,-,,,,,,"1.780,09",,,,,,,"13.932,32",,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.911,95",,,,,-,,,,,,"1.911,95",,,,,,,"14.964,34",,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.780,09",,,,,-,,,,,,"1.780,09",,,,,,,"13.932,32",,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"123.253,16",,,,,"33.559,66",,,,,,"156.812,82",,,,,,,"1.577.591,50",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.780,09",,,,,-,,,,,,"1.780,09",,,,,,,"13.932,32",,,,,,,,,
CATU-BA,,,,,,,,,BA,,"295.374,05",,,,,"160.043,62",,,,,,"455.417,67",,,,,,,"4.396.356,10",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.911,95",,,,,-,,,,,,"1.911,95",,,,,,,"14.964,34",,,,,,,,,
CIPO-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"2.175,67",,,,,-,,,,,,"2.175,67",,,,,,,"17.028,38",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.846,02",,,,,-,,,,,,"1.846,02",,,,,,,"14.448,33",,,,,,,,,
CONDE-BA,,,,,,,,,BA,,"2.589,47",,,,,"564,57",,,,,,"3.154,04",,,,,,,"33.603,57",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"2.175,67",,,,,-,,,,,,"2.175,67",,,,,,,"17.028,38",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"1.450,45",,,,,-,,,,,,"1.450,45",,,,,,,"11.352,25",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"2.241,60",,,,,-,,,,,,"2.241,60",,,,,,,"17.544,41",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.714,16",,,,,-,,,,,,"1.714,16",,,,,,,"13.416,30",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"414.706,86",,,,,"276.210,28",,,,,,"690.917,14",,,,,,,"5.829.723,68",,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"731.671,77",,,,,"566.870,51",,,,,,"1.298.542,28",,,,,,,"11.245.100,21",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"2.175,67",,,,,-,,,,,,"2.175,67",,,,,,,"17.028,38",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"492.044,03",,,,,"11.259,47",,,,,,"503.303,50",,,,,,,"2.352.279,83",,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.582,30",,,,,-,,,,,,"1.582,30",,,,,,,"12.384,26",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"2.637,18",,,,,-,,,,,,"2.637,18",,,,,,,"20.640,50",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"1.384,52",,,,,-,,,,,,"1.384,52",,,,,,,"10.836,23",,,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.846,02",,,,,-,,,,,,"1.846,02",,,,,,,"14.448,33",,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"1.516,37",,,,,-,,,,,,"1.516,37",,,,,,,"11.868,26",,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"1.318,59",,,,,-,,,,,,"1.318,59",,,,,,,"10.320,23",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.648,23",,,,,-,,,,,,"1.648,23",,,,,,,"12.900,28",,,,,,,,,
